SF_BIND_QTR,Bind Quarter (1-20),1,2,3,4,0,0,0,0,0,0,,,,,,,,,,,,,,,
SF_RENEWAL,Renewal Rate,0.85,0.8,0.75,0.7,0,0,0,0,0,0,,,,,,,,,,,,,,,
SF_GROWTH,Renewal Growth,0.03,0.02,0.01,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
SF_SPACER4,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_SEC_RESULTS,Funnel Results,,,,,,,,,,,,,,,,,,,,,,,,,
SF_RES_CONTACT,MGAs Contacted,48,37.5,35,26,0,0,0,0,0,0,,,,,,,,,,,,,,,
SF_RES_QUALIFY,MGAs Qualified,28.8,20.625,17.5,11.7,0,0,0,0,0,0,,,,,,,,,,,,,,,
SF_RES_QUOTE,MGAs Quoted,11.52,7.21875,5.25,2.925,0,0,0,0,0,0,,,,,,,,,,,,,,,
SF_RES_BOUND,Programs Bound,2.88,1.44375,0.7875,0.2925,0,0,0,0,0,0,,,,,,,,,,,,,,,
SF_RES_NEWGWP,New Business GWP,4320000,2887500,787500,526500,0,0,0,0,0,0,,,,,,,,,,,,,,,
SF_RES_TOTALGWP,Total Pipeline GWP,8521500,,,,,,,,,,,,,,,,,,,,,,,,
SF_SPACER5,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_SEC_OUTPUT,Expected Premium by Quarter (Copy/Paste to UW Inputs),Q1 Y1,Q2 Y1,Q3 Y1,Q4 Y1,Y1 Total,Q1 Y2,Q2 Y2,Q3 Y2,Q4 Y2,Y2 Total,Q1 Y3,Q2 Y3,Q3 Y3,Q4 Y3,Y3 Total,Q1 Y4,Q2 Y4,Q3 Y4,Q4 Y4,Y4 Total,Q1 Y5,Q2 Y5,Q3 Y5,Q4 Y5,Y5 Total
SF_OUT_1,Property Direct,1080000,1080000,1080000,1080000,4320000,945540,945540,945540,945540,3782160,827820.27,827820.27,827820.27,827820.27,3311281.08,724756.646385,724756.646385,724756.646385,724756.646385,2899026.58554,634524.443910067,634524.443910067,634524.443910067,634524.443910067,2538097.77564027
SF_OUT_2,Casualty Programs,0,721875,721875,721875,2165625,589050,589050,589050,589050,2356200,480664.8,480664.8,480664.8,480664.8,1922659.2,392222.4768,392222.4768,392222.4768,392222.4768,1568889.9072,320053.5410688,320053.5410688,320053.5410688,320053.5410688,1280214.1642752
SF_OUT_3,Specialty Lines,0,0,196875,196875,393750,149132.8125,149132.8125,149132.8125,149132.8125,596531.25,112968.10546875,112968.10546875,112968.10546875,112968.10546875,451872.421875,85573.3398925782,85573.3398925782,85573.3398925782,85573.3398925782,342293.359570313,64821.8049686279,64821.8049686279,64821.8049686279,64821.8049686279,259287.219874512
SF_OUT_4,E&S Lines,0,0,0,131625,131625,92137.5,92137.5,92137.5,92137.5,368550,64496.25,64496.25,64496.25,64496.25,257985,45147.375,45147.375,45147.375,45147.375,180589.5,31603.1625,31603.1625,31603.1625,31603.1625,126412.65
SF_OUT_5,Cohort 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF_OUT_6,Cohort 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF_OUT_7,Cohort 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF_OUT_8,Cohort 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF_OUT_9,Cohort 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF_OUT_10,Cohort 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF_SPACER6,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_OUT_TOTAL,Total Pipeline GWP,1080000,1801875,1998750,2130375,7011000,1775860.3125,1775860.3125,1775860.3125,1775860.3125,7103441.25,1485949.42546875,1485949.42546875,1485949.42546875,1485949.42546875,5943797.701875,1247699.83807758,1247699.83807758,1247699.83807758,1247699.83807758,4990799.35231031,1051002.9524475,1051002.9524475,1051002.9524475,1051002.9524475,4204011.80978998
SF_SPACER7,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_UW_TOTAL,UW Inputs Total GWP,0,0,8205000,6595000,14800000,24223500,19330000,22616500,22230000,88400000,20888500,50086425,43669750,48259625,162904300,46052310,44190047,92961967.65,87548348.18,270752672.83,97831159.066,99033703.8792,97294728.40504,181248458.398548,475408049.748788
SF_VARIANCE,Variance (Pipeline - UW Inputs),1080000,1801875,-6206250,-4464625,-7789000,-22447639.6875,-17554139.6875,-20840639.6875,-20454139.6875,-81296558.75,-19402550.5745312,-48600475.5745312,-42183800.5745312,-46773675.5745312,-156960502.298125,-44804610.1619224,-42942347.1619224,-91714267.8119224,-86300648.3419224,-265761873.47769,-96780156.1135525,-97982700.9267525,-96243725.4525925,-180197455.446101,-471204037.938998
